recency,history_segment,history,mens,womens,zip_code,newbie,channel,segment,visit,conversion,spend
10,1) $0 - $100,78.83,0,1,Rural,1,Web,Womens E-Mail,0,0,0
4,1) $0 - $100,86.79,0,1,Rural,0,Phone,Mens E-Mail,0,0,0
1,3) $200 - $350,273.62,0,1,Urban,1,Phone,Mens E-Mail,0,0,0
4,2) $100 - $200,122.92,1,0,Urban,1,Phone,No E-Mail,0,0,0
1,1) $0 - $100,46.63,1,0,Urban,1,Web,Womens E-Mail,0,0,0
9,2) $100 - $200,144.8,0,1,Surburban,0,Web,Mens E-Mail,0,0,0
2,1) $0 - $100,29.99,1,0,Surburban,1,Phone,Mens E-Mail,1,0,0
2,1) $0 - $100,76.6,0,1,Urban,0,Phone,No E-Mail,1,0,0
11,2) $100 - $200,176.91,0,1,Urban,1,Web,Mens E-Mail,0,0,0
1,4) $350 - $500,352.5,0,1,Urban,0,Web,Womens E-Mail,0,0,0
3,3) $200 - $350,210.41,0,1,Rural,1,Phone,No E-Mail,0,0,0
4,2) $100 - $200,139.14,0,1,Surburban,1,Web,Womens E-Mail,1,1,73.51
2,1) $0 - $100,36.59,0,1,Surburban,1,Phone,Mens E-Mail,0,0,0
1,4) $350 - $500,403.02,1,0,Urban,0,Phone,Womens E-Mail,0,0,0
8,3) $200 - $350,248.76,1,1,Surburban,0,Multichannel,Mens E-Mail,0,0,0
1,1) $0 - $100,74.89,0,1,Urban,1,Web,Mens E-Mail,0,0,0
10,1) $0 - $100,62.53,1,0,Rural,0,Web,No E-Mail,0,0,0
5,4) $350 - $500,395.12,1,0,Urban,0,Web,Mens E-Mail,0,0,0
1,4) $350 - $500,428.16,1,0,Surburban,0,Multichannel,Mens E-Mail,0,0,0
1,"7) $1,000 +",1205.55,1,1,Urban,1,Phone,No E-Mail,0,0,0
10,3) $200 - $350,277.36,1,1,Urban,0,Phone,No E-Mail,0,0,0
12,1) $0 - $100,72.01,0,1,Urban,0,Web,Mens E-Mail,0,0,0
3,2) $100 - $200,100.44,1,0,Urban,1,Web,Womens E-Mail,0,0,0
3,1) $0 - $100,77.41,0,1,Urban,1,Phone,Womens E-Mail,0,0,0
9,5) $500 - $750,705.42,0,1,Urban,1,Phone,Mens E-Mail,0,0,0
6,2) $100 - $200,178.29,0,1,Rural,0,Phone,Womens E-Mail,0,0,0
4,3) $200 - $350,263.72,0,1,Urban,0,Phone,Womens E-Mail,0,0,0
7,1) $0 - $100,29.99,0,1,Urban,1,Phone,No E-Mail,0,0,0
7,1) $0 - $100,29.99,1,0,Surburban,0,Web,Womens E-Mail,0,0,0
7,1) $0 - $100,41.2,1,0,Urban,0,Web,Womens E-Mail,0,0,0
10,1) $0 - $100,50.81,0,1,Rural,1,Phone,No E-Mail,0,0,0
4,1) $0 - $100,29.99,0,1,Urban,1,Phone,Womens E-Mail,0,0,0
1,1) $0 - $100,29.99,0,1,Surburban,0,Phone,No E-Mail,0,0,0
6,3) $200 - $350,339.98,1,1,Rural,1,Phone,No E-Mail,0,0,0
10,1) $0 - $100,50.57,1,0,Surburban,0,Web,Womens E-Mail,0,0,0
1,3) $200 - $350,264.94,1,0,Surburban,0,Web,Mens E-Mail,0,0,0
4,1) $0 - $100,34.78,1,0,Urban,1,Web,No E-Mail,0,0,0
1,3) $200 - $350,219.77,0,1,Urban,1,Web,Womens E-Mail,0,0,0
1,3) $200 - $350,274.32,1,0,Surburban,0,Phone,No E-Mail,0,0,0
1,3) $200 - $350,301.46,1,0,Surburban,0,Web,Mens E-Mail,0,0,0
6,1) $0 - $100,78.88,0,1,Surburban,0,Phone,Mens E-Mail,0,0,0
3,1) $0 - $100,50.83,0,1,Surburban,0,Phone,Womens E-Mail,0,0,0
1,5) $500 - $750,681.86,0,1,Urban,1,Multichannel,Mens E-Mail,0,0,0
12,2) $100 - $200,126.46,0,1,Surburban,0,Phone,Mens E-Mail,1,0,0
1,1) $0 - $100,78.15,0,1,Surburban,1,Phone,Womens E-Mail,0,0,0
1,4) $350 - $500,417.98,0,1,Urban,0,Multichannel,No E-Mail,1,0,0
1,1) $0 - $100,79.55,1,0,Urban,0,Web,No E-Mail,1,0,0
2,1) $0 - $100,69.15,0,1,Surburban,1,Web,Womens E-Mail,0,0,0
7,3) $200 - $350,254.53,1,0,Surburban,0,Phone,No E-Mail,0,0,0
8,1) $0 - $100,29.99,0,1,Urban,1,Web,Mens E-Mail,0,0,0
6,1) $0 - $100,44.64,1,0,Surburban,1,Phone,Womens E-Mail,0,0,0
2,1) $0 - $100,88.22,1,0,Urban,0,Web,Mens E-Mail,0,0,0
4,4) $350 - $500,398.76,1,1,Urban,0,Web,Womens E-Mail,0,0,0
4,2) $100 - $200,157.95,1,0,Surburban,0,Web,No E-Mail,0,0,0
11,3) $200 - $350,235.63,1,0,Rural,0,Phone,Mens E-Mail,0,0,0
1,5) $500 - $750,635.64,0,1,Urban,1,Multichannel,No E-Mail,0,0,0
6,2) $100 - $200,196.12,0,1,Surburban,0,Phone,Mens E-Mail,1,0,0
4,2) $100 - $200,125.86,0,1,Surburban,1,Web,Womens E-Mail,0,0,0
5,"6) $750 - $1,000",792.98,1,0,Surburban,1,Phone,Womens E-Mail,0,0,0
3,5) $500 - $750,748.08,1,0,Surburban,1,Web,No E-Mail,1,0,0
11,2) $100 - $200,124.23,1,0,Surburban,0,Phone,No E-Mail,0,0,0
2,4) $350 - $500,455.17,1,0,Urban,0,Multichannel,Womens E-Mail,0,0,0
2,4) $350 - $500,381.8,1,0,Surburban,0,Phone,No E-Mail,0,0,0
3,3) $200 - $350,226.37,1,0,Urban,0,Multichannel,Mens E-Mail,0,0,0
1,4) $350 - $500,409.18,1,0,Urban,0,Multichannel,Mens E-Mail,0,0,0
8,3) $200 - $350,236.28,1,1,Urban,1,Multichannel,Mens E-Mail,1,0,0
5,1) $0 - $100,42.38,1,0,Urban,1,Phone,No E-Mail,1,0,0
1,2) $100 - $200,143.39,1,0,Rural,1,Phone,No E-Mail,0,0,0
4,4) $350 - $500,446.05,0,1,Rural,0,Web,Womens E-Mail,0,0,0
11,2) $100 - $200,185.59,0,1,Surburban,1,Phone,Mens E-Mail,0,0,0
5,1) $0 - $100,89.15,1,0,Surburban,1,Phone,Womens E-Mail,0,0,0
7,4) $350 - $500,418.77,0,1,Surburban,0,Multichannel,No E-Mail,0,0,0
2,4) $350 - $500,377.69,0,1,Rural,0,Phone,No E-Mail,0,0,0
6,3) $200 - $350,224.81,0,1,Urban,1,Phone,No E-Mail,0,0,0
3,1) $0 - $100,57.45,0,1,Rural,1,Phone,Mens E-Mail,1,0,0
2,3) $200 - $350,204.3,0,1,Surburban,1,Web,Mens E-Mail,0,0,0
3,2) $100 - $200,108.06,0,1,Surburban,1,Web,Mens E-Mail,0,0,0
3,2) $100 - $200,168.61,0,1,Surburban,0,Web,No E-Mail,0,0,0
5,5) $500 - $750,658.34,1,1,Surburban,1,Phone,Womens E-Mail,0,0,0
5,2) $100 - $200,115.56,1,0,Surburban,1,Web,No E-Mail,0,0,0
1,1) $0 - $100,37.97,1,0,Surburban,0,Web,No E-Mail,0,0,0
4,"6) $750 - $1,000",967.65,0,1,Urban,1,Multichannel,No E-Mail,0,0,0
11,4) $350 - $500,481.67,1,1,Urban,0,Multichannel,Mens E-Mail,0,0,0
1,4) $350 - $500,473.72,0,1,Urban,1,Web,No E-Mail,1,0,0
2,2) $100 - $200,141.91,0,1,Surburban,1,Web,Womens E-Mail,0,0,0
10,3) $200 - $350,301.83,1,1,Urban,0,Phone,No E-Mail,0,0,0
12,1) $0 - $100,48.16,0,1,Urban,1,Phone,Mens E-Mail,0,0,0
5,"6) $750 - $1,000",992.46,1,0,Urban,1,Multichannel,No E-Mail,0,0,0
4,2) $100 - $200,118.17,0,1,Urban,0,Web,Mens E-Mail,0,0,0
8,5) $500 - $750,569.43,0,1,Surburban,1,Multichannel,No E-Mail,0,0,0
3,1) $0 - $100,30.59,0,1,Urban,1,Web,Womens E-Mail,1,0,0
2,2) $100 - $200,111.58,1,0,Urban,1,Phone,No E-Mail,0,0,0
10,1) $0 - $100,29.99,0,1,Surburban,0,Web,Mens E-Mail,0,0,0
1,5) $500 - $750,613.91,1,1,Urban,1,Web,No E-Mail,0,0,0
7,2) $100 - $200,104.32,1,0,Surburban,0,Web,No E-Mail,0,0,0
10,1) $0 - $100,80.01,0,1,Surburban,1,Web,No E-Mail,0,0,0
3,2) $100 - $200,108.38,1,0,Rural,1,Phone,Mens E-Mail,0,0,0
3,1) $0 - $100,89.89,1,0,Surburban,1,Web,Mens E-Mail,0,0,0
5,1) $0 - $100,49.36,1,0,Urban,0,Web,Mens E-Mail,0,0,0
10,1) $0 - $100,44.31,0,1,Urban,1,Web,Womens E-Mail,1,0,0
1,1) $0 - $100,74.45,0,1,Surburban,1,Phone,Mens E-Mail,1,0,0
6,3) $200 - $350,316.79,1,0,Urban,0,Phone,Mens E-Mail,0,0,0
5,3) $200 - $350,202.92,1,0,Surburban,1,Multichannel,No E-Mail,0,0,0
2,1) $0 - $100,93.12,1,0,Urban,1,Phone,Womens E-Mail,0,0,0
7,1) $0 - $100,70.64,1,0,Surburban,1,Web,No E-Mail,0,0,0
4,1) $0 - $100,29.99,0,1,Surburban,1,Phone,No E-Mail,0,0,0
5,3) $200 - $350,244.51,0,1,Urban,0,Web,Mens E-Mail,0,0,0
6,1) $0 - $100,70.28,1,0,Surburban,0,Phone,Mens E-Mail,0,0,0
9,3) $200 - $350,289.26,1,1,Surburban,1,Web,Mens E-Mail,0,0,0
9,1) $0 - $100,29.99,1,0,Urban,1,Phone,Womens E-Mail,0,0,0
1,2) $100 - $200,125.62,1,0,Surburban,1,Phone,Mens E-Mail,0,0,0
6,1) $0 - $100,64.47,1,0,Urban,0,Web,Mens E-Mail,0,0,0
1,4) $350 - $500,401.73,1,0,Urban,0,Phone,Womens E-Mail,0,0,0
8,3) $200 - $350,210.72,0,1,Surburban,1,Web,Mens E-Mail,0,0,0
9,1) $0 - $100,29.99,0,1,Surburban,0,Web,Womens E-Mail,0,0,0
6,1) $0 - $100,99.48,0,1,Urban,1,Phone,Mens E-Mail,0,0,0
3,1) $0 - $100,29.99,1,0,Surburban,1,Web,Mens E-Mail,0,0,0
7,2) $100 - $200,110.46,1,0,Urban,0,Web,No E-Mail,0,0,0
5,1) $0 - $100,29.99,1,0,Rural,1,Web,Mens E-Mail,0,0,0
9,2) $100 - $200,104.26,0,1,Surburban,0,Web,Mens E-Mail,1,0,0
3,1) $0 - $100,57.94,1,0,Surburban,1,Phone,Mens E-Mail,0,0,0
4,3) $200 - $350,302.72,1,1,Urban,0,Web,Mens E-Mail,1,1,29.99
2,1) $0 - $100,47.63,0,1,Urban,1,Phone,No E-Mail,0,0,0
1,3) $200 - $350,326.53,1,1,Surburban,1,Web,No E-Mail,0,0,0
9,2) $100 - $200,142.67,0,1,Urban,0,Web,Mens E-Mail,0,0,0
5,2) $100 - $200,121.99,0,1,Surburban,1,Web,No E-Mail,0,0,0
5,2) $100 - $200,159.87,0,1,Surburban,1,Phone,Womens E-Mail,0,0,0
3,3) $200 - $350,323,0,1,Urban,0,Web,Womens E-Mail,0,0,0
7,5) $500 - $750,548.74,0,1,Urban,1,Phone,Mens E-Mail,0,0,0
5,1) $0 - $100,29.99,1,0,Urban,1,Phone,Womens E-Mail,0,0,0
8,2) $100 - $200,154.52,0,1,Urban,1,Phone,Womens E-Mail,0,0,0
12,3) $200 - $350,316.23,1,0,Urban,0,Phone,Mens E-Mail,0,0,0
10,1) $0 - $100,67.82,1,0,Urban,0,Web,No E-Mail,0,0,0
10,5) $500 - $750,546.26,0,1,Surburban,1,Phone,Womens E-Mail,1,0,0
10,2) $100 - $200,112.13,0,1,Surburban,1,Web,Mens E-Mail,0,0,0
9,3) $200 - $350,272.39,0,1,Surburban,0,Phone,Mens E-Mail,1,0,0
2,4) $350 - $500,394.38,0,1,Surburban,1,Phone,Womens E-Mail,0,0,0
10,2) $100 - $200,184.31,0,1,Urban,0,Phone,Mens E-Mail,0,0,0
2,1) $0 - $100,64.99,1,0,Surburban,0,Web,Mens E-Mail,0,0,0
1,2) $100 - $200,150.19,1,0,Surburban,0,Web,Mens E-Mail,0,0,0
9,1) $0 - $100,29.99,0,1,Urban,0,Phone,Womens E-Mail,0,0,0
5,1) $0 - $100,29.99,0,1,Surburban,1,Phone,No E-Mail,0,0,0
6,"6) $750 - $1,000",833.65,1,1,Surburban,1,Web,Mens E-Mail,0,0,0
10,1) $0 - $100,31.1,0,1,Surburban,0,Web,Womens E-Mail,0,0,0
6,5) $500 - $750,500.4,0,1,Surburban,1,Web,Mens E-Mail,0,0,0
6,4) $350 - $500,497.89,0,1,Surburban,1,Web,Womens E-Mail,0,0,0
11,1) $0 - $100,29.99,0,1,Urban,0,Web,Womens E-Mail,1,0,0
1,3) $200 - $350,244.66,0,1,Urban,1,Phone,No E-Mail,0,0,0
8,1) $0 - $100,29.99,0,1,Surburban,0,Phone,Womens E-Mail,0,0,0
1,1) $0 - $100,70.66,1,0,Urban,1,Phone,Womens E-Mail,0,0,0
10,3) $200 - $350,333.26,1,1,Urban,0,Multichannel,No E-Mail,0,0,0
10,1) $0 - $100,76.34,0,1,Urban,0,Phone,No E-Mail,0,0,0
1,1) $0 - $100,96.9,0,1,Surburban,0,Web,Womens E-Mail,0,0,0
12,1) $0 - $100,49.3,1,0,Urban,0,Phone,Mens E-Mail,0,0,0
2,2) $100 - $200,173.87,1,0,Urban,1,Phone,Mens E-Mail,0,0,0
3,2) $100 - $200,173.24,0,1,Urban,0,Web,Womens E-Mail,0,0,0
3,1) $0 - $100,68.56,0,1,Surburban,0,Phone,Mens E-Mail,0,0,0
3,"7) $1,000 +",2079.58,1,1,Rural,1,Multichannel,Womens E-Mail,0,0,0
10,2) $100 - $200,151.65,0,1,Surburban,0,Web,No E-Mail,0,0,0
1,1) $0 - $100,29.99,0,1,Surburban,0,Web,No E-Mail,0,0,0
10,1) $0 - $100,91.18,0,1,Urban,1,Web,Mens E-Mail,0,0,0
6,4) $350 - $500,487.53,1,0,Urban,0,Phone,No E-Mail,0,0,0
9,2) $100 - $200,122.8,1,0,Urban,1,Phone,No E-Mail,0,0,0
3,3) $200 - $350,302.43,1,1,Urban,0,Multichannel,No E-Mail,0,0,0
8,2) $100 - $200,154.93,1,0,Urban,0,Web,No E-Mail,0,0,0
5,1) $0 - $100,74.87,1,0,Surburban,1,Phone,Womens E-Mail,1,0,0
10,3) $200 - $350,270.09,0,1,Surburban,1,Phone,Womens E-Mail,0,0,0
1,2) $100 - $200,155.17,0,1,Rural,1,Phone,No E-Mail,0,0,0
10,2) $100 - $200,124.34,1,0,Urban,0,Phone,Womens E-Mail,0,0,0
6,5) $500 - $750,745.31,1,1,Rural,1,Phone,Womens E-Mail,0,0,0
2,5) $500 - $750,532.26,0,1,Rural,1,Phone,Womens E-Mail,1,0,0
7,5) $500 - $750,620.33,1,0,Urban,1,Web,No E-Mail,0,0,0
10,2) $100 - $200,174.47,1,0,Urban,0,Web,Womens E-Mail,1,0,0
11,1) $0 - $100,40.7,0,1,Surburban,1,Phone,Mens E-Mail,1,0,0
10,1) $0 - $100,35.91,1,0,Surburban,0,Phone,No E-Mail,0,0,0
1,1) $0 - $100,29.99,0,1,Surburban,0,Web,Mens E-Mail,0,0,0
8,3) $200 - $350,340.78,1,0,Rural,0,Web,Womens E-Mail,0,0,0
10,3) $200 - $350,246.64,1,1,Surburban,1,Phone,Mens E-Mail,0,0,0
2,2) $100 - $200,172.44,1,0,Surburban,0,Web,No E-Mail,0,0,0
7,1) $0 - $100,63.51,1,0,Surburban,1,Phone,No E-Mail,0,0,0
3,1) $0 - $100,55.81,1,0,Urban,0,Phone,Womens E-Mail,0,0,0
9,1) $0 - $100,66.91,0,1,Urban,1,Phone,No E-Mail,0,0,0
9,4) $350 - $500,396.9,1,0,Urban,1,Multichannel,Womens E-Mail,0,0,0
1,5) $500 - $750,672.79,1,0,Surburban,1,Phone,No E-Mail,0,0,0
12,1) $0 - $100,74.84,1,0,Surburban,0,Phone,No E-Mail,0,0,0
10,1) $0 - $100,70.08,0,1,Urban,0,Web,Womens E-Mail,0,0,0
1,2) $100 - $200,178.14,0,1,Urban,0,Web,Womens E-Mail,1,0,0
2,5) $500 - $750,693.85,0,1,Surburban,1,Web,Mens E-Mail,0,0,0
2,"6) $750 - $1,000",847.87,0,1,Urban,1,Web,No E-Mail,0,0,0
7,5) $500 - $750,525.19,0,1,Urban,1,Phone,No E-Mail,0,0,0
10,1) $0 - $100,29.99,0,1,Surburban,0,Web,Mens E-Mail,1,0,0
1,2) $100 - $200,152.01,0,1,Urban,0,Web,Mens E-Mail,0,0,0
7,3) $200 - $350,242.12,0,1,Surburban,1,Phone,Mens E-Mail,0,0,0
9,3) $200 - $350,200.04,0,1,Surburban,1,Phone,Mens E-Mail,0,0,0
4,1) $0 - $100,41.9,0,1,Surburban,0,Phone,Womens E-Mail,0,0,0
4,3) $200 - $350,320.92,1,0,Surburban,0,Phone,Womens E-Mail,0,0,0
7,2) $100 - $200,154.94,0,1,Rural,0,Web,No E-Mail,0,0,0
7,1) $0 - $100,58.61,1,0,Rural,0,Web,Womens E-Mail,1,0,0
1,3) $200 - $350,273.59,0,1,Surburban,0,Multichannel,No E-Mail,1,0,0
1,3) $200 - $350,243.64,0,1,Urban,1,Web,Womens E-Mail,0,0,0
6,3) $200 - $350,323.18,1,0,Urban,1,Web,Mens E-Mail,0,0,0
1,2) $100 - $200,176.59,0,1,Surburban,0,Web,Mens E-Mail,0,0,0
12,1) $0 - $100,57.28,0,1,Surburban,0,Web,Womens E-Mail,1,0,0
7,5) $500 - $750,529.14,1,0,Surburban,1,Multichannel,Womens E-Mail,0,0,0
10,2) $100 - $200,198.89,1,0,Urban,1,Web,Womens E-Mail,0,0,0
10,1) $0 - $100,29.99,1,0,Urban,0,Web,Mens E-Mail,0,0,0
9,1) $0 - $100,70.86,1,0,Rural,0,Web,No E-Mail,0,0,0
2,"7) $1,000 +",1153.16,0,1,Urban,1,Multichannel,Mens E-Mail,1,0,0
3,3) $200 - $350,252.92,0,1,Urban,0,Phone,Mens E-Mail,0,0,0
9,2) $100 - $200,111.69,0,1,Urban,1,Phone,Womens E-Mail,1,1,36.16
10,3) $200 - $350,237.21,1,0,Rural,0,Web,No E-Mail,0,0,0
2,4) $350 - $500,382.97,0,1,Rural,1,Phone,No E-Mail,0,0,0
1,2) $100 - $200,171.2,0,1,Urban,0,Web,Womens E-Mail,0,0,0
9,4) $350 - $500,484.37,0,1,Surburban,0,Web,Womens E-Mail,0,0,0
10,1) $0 - $100,47.76,1,0,Surburban,1,Phone,Mens E-Mail,0,0,0
10,1) $0 - $100,56.35,0,1,Urban,0,Phone,Mens E-Mail,0,0,0
5,2) $100 - $200,115.7,1,0,Rural,0,Phone,No E-Mail,1,0,0
2,2) $100 - $200,197.12,0,1,Surburban,1,Web,Mens E-Mail,1,0,0
10,1) $0 - $100,29.99,1,0,Urban,0,Web,Womens E-Mail,0,0,0
2,5) $500 - $750,519.96,1,1,Urban,1,Phone,Womens E-Mail,0,0,0
1,3) $200 - $350,236.7,0,1,Urban,0,Web,Womens E-Mail,0,0,0
6,2) $100 - $200,177.74,1,0,Surburban,0,Web,Womens E-Mail,0,0,0
11,4) $350 - $500,385.44,0,1,Surburban,0,Web,Womens E-Mail,1,0,0
7,1) $0 - $100,29.99,1,0,Rural,0,Phone,Womens E-Mail,1,0,0
3,3) $200 - $350,331.61,1,0,Surburban,0,Phone,Mens E-Mail,0,0,0
11,2) $100 - $200,163.82,1,0,Surburban,0,Phone,Womens E-Mail,0,0,0
8,1) $0 - $100,29.99,0,1,Surburban,0,Web,Womens E-Mail,0,0,0
1,5) $500 - $750,528.1,1,0,Urban,1,Phone,No E-Mail,0,0,0
6,3) $200 - $350,200.27,1,0,Urban,0,Phone,Mens E-Mail,1,0,0
2,2) $100 - $200,114.35,1,0,Urban,0,Web,No E-Mail,0,0,0
10,3) $200 - $350,228.95,0,1,Surburban,0,Web,Womens E-Mail,0,0,0
9,1) $0 - $100,29.99,0,1,Surburban,1,Phone,No E-Mail,0,0,0
9,2) $100 - $200,140.51,1,0,Surburban,0,Phone,No E-Mail,0,0,0
10,3) $200 - $350,218.91,0,1,Surburban,1,Phone,Womens E-Mail,0,0,0
2,2) $100 - $200,124.36,0,1,Surburban,1,Web,Womens E-Mail,0,0,0
6,2) $100 - $200,132.49,0,1,Rural,1,Web,No E-Mail,0,0,0
9,1) $0 - $100,41.85,0,1,Surburban,0,Web,Mens E-Mail,0,0,0
11,1) $0 - $100,51.31,0,1,Urban,1,Web,Mens E-Mail,0,0,0
6,1) $0 - $100,49.09,0,1,Rural,1,Web,Mens E-Mail,1,0,0
2,1) $0 - $100,29.99,1,0,Rural,0,Phone,No E-Mail,0,0,0
2,1) $0 - $100,29.99,0,1,Surburban,1,Phone,No E-Mail,0,0,0
4,4) $350 - $500,423.67,1,0,Urban,0,Multichannel,No E-Mail,0,0,0
2,1) $0 - $100,62.34,0,1,Urban,1,Phone,No E-Mail,0,0,0
3,2) $100 - $200,182.65,0,1,Surburban,0,Web,Mens E-Mail,0,0,0
9,1) $0 - $100,67.13,1,0,Rural,1,Web,Mens E-Mail,0,0,0
2,2) $100 - $200,159.12,1,0,Surburban,0,Web,Womens E-Mail,0,0,0
8,1) $0 - $100,29.99,1,0,Surburban,0,Web,Womens E-Mail,0,0,0
1,1) $0 - $100,30.39,0,1,Rural,1,Web,Mens E-Mail,0,0,0
1,2) $100 - $200,155.94,1,0,Urban,1,Phone,No E-Mail,1,0,0
2,"6) $750 - $1,000",940.6,1,1,Urban,1,Web,Womens E-Mail,0,0,0
3,1) $0 - $100,46.07,1,0,Surburban,0,Phone,Womens E-Mail,0,0,0
1,5) $500 - $750,716.38,1,1,Rural,1,Multichannel,Mens E-Mail,1,1,172.74
8,2) $100 - $200,185.2,1,0,Surburban,1,Phone,Mens E-Mail,0,0,0
2,2) $100 - $200,150.05,0,1,Surburban,0,Web,No E-Mail,0,0,0
10,3) $200 - $350,235.13,1,0,Urban,1,Phone,Womens E-Mail,0,0,0
11,1) $0 - $100,36.56,1,0,Urban,0,Phone,No E-Mail,0,0,0
5,1) $0 - $100,29.99,1,0,Urban,0,Web,Mens E-Mail,0,0,0
2,5) $500 - $750,683.85,1,1,Urban,1,Multichannel,Mens E-Mail,1,0,0
10,1) $0 - $100,45.13,1,0,Surburban,1,Phone,No E-Mail,0,0,0
1,"6) $750 - $1,000",754.17,0,1,Surburban,1,Web,Womens E-Mail,1,0,0
8,2) $100 - $200,131.08,0,1,Surburban,0,Web,Mens E-Mail,0,0,0
9,1) $0 - $100,95.51,0,1,Urban,1,Phone,Mens E-Mail,0,0,0
7,4) $350 - $500,389.27,1,0,Urban,1,Web,No E-Mail,0,0,0
4,1) $0 - $100,60.53,1,0,Urban,0,Phone,Mens E-Mail,1,0,0
11,1) $0 - $100,96.07,0,1,Urban,0,Phone,Womens E-Mail,0,0,0
6,1) $0 - $100,29.99,0,1,Urban,0,Phone,Mens E-Mail,0,0,0
10,2) $100 - $200,171.19,0,1,Surburban,0,Web,Mens E-Mail,0,0,0
4,1) $0 - $100,93.44,0,1,Surburban,1,Web,No E-Mail,0,0,0
1,1) $0 - $100,36.27,0,1,Urban,0,Web,Mens E-Mail,0,0,0
8,4) $350 - $500,384.18,1,0,Surburban,1,Web,No E-Mail,0,0,0
7,3) $200 - $350,339.25,1,1,Surburban,0,Multichannel,Womens E-Mail,0,0,0
10,1) $0 - $100,69.64,1,0,Surburban,1,Web,No E-Mail,1,0,0
8,1) $0 - $100,29.99,0,1,Urban,0,Web,Womens E-Mail,0,0,0
5,5) $500 - $750,652.17,0,1,Surburban,1,Multichannel,Mens E-Mail,0,0,0
8,"6) $750 - $1,000",789.98,1,0,Surburban,1,Web,No E-Mail,1,0,0
1,1) $0 - $100,29.99,0,1,Urban,0,Phone,Mens E-Mail,1,0,0
3,5) $500 - $750,744.26,1,1,Rural,1,Multichannel,Mens E-Mail,0,0,0
9,3) $200 - $350,235.97,0,1,Surburban,1,Phone,Mens E-Mail,0,0,0
11,2) $100 - $200,127.52,0,1,Surburban,1,Phone,No E-Mail,0,0,0
1,3) $200 - $350,243.53,0,1,Surburban,0,Phone,No E-Mail,0,0,0
3,"7) $1,000 +",1668,1,0,Surburban,1,Web,No E-Mail,0,0,0
2,1) $0 - $100,83.75,1,0,Urban,1,Phone,Womens E-Mail,0,0,0
8,3) $200 - $350,230.56,1,0,Urban,0,Web,Womens E-Mail,0,0,0
1,1) $0 - $100,51.85,0,1,Urban,1,Web,No E-Mail,0,0,0
10,1) $0 - $100,88.29,1,0,Surburban,1,Web,Womens E-Mail,0,0,0
6,1) $0 - $100,69.92,0,1,Surburban,0,Phone,Mens E-Mail,0,0,0
6,1) $0 - $100,88.83,0,1,Urban,0,Phone,Womens E-Mail,0,0,0
5,2) $100 - $200,119.83,0,1,Rural,0,Phone,No E-Mail,0,0,0
10,3) $200 - $350,223.81,1,1,Urban,0,Web,No E-Mail,0,0,0
7,1) $0 - $100,29.99,0,1,Rural,0,Phone,Womens E-Mail,0,0,0
5,1) $0 - $100,99.25,0,1,Surburban,1,Web,Womens E-Mail,0,0,0
10,3) $200 - $350,208.21,0,1,Rural,0,Phone,Mens E-Mail,0,0,0
7,3) $200 - $350,212.19,0,1,Surburban,0,Web,Womens E-Mail,1,0,0
10,2) $100 - $200,156.77,0,1,Rural,0,Web,Womens E-Mail,0,0,0
10,3) $200 - $350,216.08,1,1,Rural,0,Web,Mens E-Mail,0,0,0
11,3) $200 - $350,320.35,0,1,Rural,0,Multichannel,Womens E-Mail,0,0,0
6,2) $100 - $200,111.27,1,0,Surburban,0,Phone,Mens E-Mail,0,0,0
3,2) $100 - $200,103.08,0,1,Urban,0,Phone,No E-Mail,0,0,0
10,2) $100 - $200,198.63,1,0,Surburban,1,Phone,Mens E-Mail,0,0,0
2,3) $200 - $350,221.51,0,1,Urban,1,Web,Mens E-Mail,0,0,0
10,1) $0 - $100,29.99,0,1,Surburban,0,Web,Womens E-Mail,1,0,0
4,3) $200 - $350,270.26,0,1,Rural,1,Web,Womens E-Mail,1,0,0
3,2) $100 - $200,135.62,0,1,Urban,0,Web,Mens E-Mail,1,0,0
2,3) $200 - $350,295.7,1,1,Urban,0,Phone,Womens E-Mail,1,0,0
2,2) $100 - $200,110.72,1,0,Surburban,0,Web,Mens E-Mail,0,0,0
1,5) $500 - $750,519.62,1,0,Urban,1,Multichannel,No E-Mail,0,0,0
7,2) $100 - $200,134.05,1,0,Surburban,0,Phone,Womens E-Mail,0,0,0
11,2) $100 - $200,108.72,1,0,Urban,1,Phone,Mens E-Mail,0,0,0
7,3) $200 - $350,275.07,1,0,Urban,0,Phone,Womens E-Mail,0,0,0
7,3) $200 - $350,270.03,1,0,Urban,0,Phone,Womens E-Mail,0,0,0
9,3) $200 - $350,214.6,0,1,Urban,0,Phone,Womens E-Mail,0,0,0
4,2) $100 - $200,108.98,0,1,Rural,1,Phone,Mens E-Mail,0,0,0
10,2) $100 - $200,118.63,0,1,Urban,0,Web,Womens E-Mail,0,0,0
2,3) $200 - $350,257.84,1,1,Surburban,1,Phone,Womens E-Mail,1,0,0
6,5) $500 - $750,579.9,1,0,Urban,1,Multichannel,Mens E-Mail,0,0,0
10,2) $100 - $200,119.42,0,1,Urban,1,Web,Mens E-Mail,0,0,0
1,2) $100 - $200,160.65,1,0,Urban,0,Phone,Womens E-Mail,0,0,0
2,1) $0 - $100,29.99,0,1,Rural,1,Phone,Mens E-Mail,1,0,0
2,"7) $1,000 +",1426.46,1,1,Surburban,1,Multichannel,Mens E-Mail,1,0,0
